date,lga_name,average_historical_occupancy,average_daily_rate,date,lga_name,average_length_of_stay,average_booking_window,,
2023-10-13,Whitsunday,0.763,391.6138,2023-10-13,Whitsunday,3.5846,72.1311,,1
2023-10-14,Cairns,0.6433,266.0086,2023-10-14,Cairns,5.4722,53.3117,,1
2023-10-14,Gold Coast,0.7387,351.6601,2023-10-14,Gold Coast,4.0299,46.4667,,1
2023-10-14,Noosa,0.6893,379.0601,2023-10-14,Noosa,4.1883,50.6103,,1
2023-10-14,Whitsunday,0.7565,391.8308,2023-10-14,Whitsunday,3.2972,70.5675,,1
2023-10-15,Cairns,0.6184,259.361,2023-10-15,Cairns,5.41,54.39,,1
2023-10-15,Gold Coast,0.6212,296.0016,2023-10-15,Gold Coast,4.6869,45.4255,,1
2023-10-15,Noosa,0.5969,369.7105,2023-10-15,Noosa,4.6037,52.6446,,1
2023-10-15,Whitsunday,0.6768,383.2778,2023-10-15,Whitsunday,5.5338,68.8872,,1
2023-10-16,Cairns,0.5933,255.4414,2023-10-16,Cairns,7.0327,53.9127,,1
2023-10-16,Gold Coast,0.578,282.0474,2023-10-16,Gold Coast,4.7022,52.2677,,1
2023-10-16,Noosa,0.5569,367.5577,2023-10-16,Noosa,4.6385,53.3674,,1
2023-10-16,Whitsunday,0.6487,387.1283,2023-10-16,Whitsunday,4.7985,65.4477,,1
2023-10-17,Cairns,0.5962,251.1869,2023-10-17,Cairns,5.0805,52.3626,,1
2023-10-17,Gold Coast,0.5773,278.9957,2023-10-17,Gold Coast,4.2067,43.1861,,1
2023-10-17,Noosa,0.5552,357.5298,2023-10-17,Noosa,3.3657,50.7665,,1
2023-10-17,Whitsunday,0.6226,382.6366,2023-10-17,Whitsunday,3.8253,79.5238,,1
2023-10-18,Cairns,0.5817,257.3685,2023-10-18,Cairns,4.565,48.5325,,1
2023-10-18,Gold Coast,0.5931,279.4778,2023-10-18,Gold Coast,3.7975,46.9028,,1
2023-10-18,Noosa,0.5753,360.2288,2023-10-18,Noosa,3.6177,50.7474,,1
2023-10-18,Whitsunday,0.6287,376.8183,2023-10-18,Whitsunday,3.2325,82.3565,,1
2023-10-19,Cairns,0.6002,258.6165,2023-10-19,Cairns,3.4648,63.688,,1
2023-10-19,Gold Coast,0.632,287.752,2023-10-19,Gold Coast,3.8965,58.2555,,1
2023-10-19,Noosa,0.6153,357.2492,2023-10-19,Noosa,3.7507,64.3826,,1
2023-10-19,Whitsunday,0.6592,387.2106,2023-10-19,Whitsunday,3.6455,91.2721,,1
2023-10-20,Cairns,0.6481,261.3306,2023-10-20,Cairns,4.0442,49.2656,,1
2023-10-20,Gold Coast,0.7398,343.268,2023-10-20,Gold Coast,3.0968,54.4526,,1
2023-10-20,Noosa,0.7164,374.871,2023-10-20,Noosa,3.3085,59.7295,,1
2023-10-20,Whitsunday,0.724,392.4425,2023-10-20,Whitsunday,3.3068,65.7566,,1
2023-10-21,Cairns,0.6523,258.1235,2023-10-21,Cairns,3.4463,55.1174,,1
2023-10-21,Gold Coast,0.7701,348.413,2023-10-21,Gold Coast,3.9727,52.5251,,1
2023-10-21,Noosa,0.7342,371.1466,2023-10-21,Noosa,3.403,63.603,,1
2023-10-21,Whitsunday,0.7497,395.2983,2023-10-21,Whitsunday,3.4791,73.9652,,1
2023-10-22,Cairns,0.605,253.6084,2023-10-22,Cairns,4.0619,51.7355,,1
2023-10-22,Gold Coast,0.6289,297.3667,2023-10-22,Gold Coast,4.7313,54.991,,1
2023-10-22,Noosa,0.6174,362.1045,2023-10-22,Noosa,4.3333,62.1722,,1
2023-10-22,Whitsunday,0.638,394.1126,2023-10-22,Whitsunday,3.6393,82.4836,,1
2023-10-23,Cairns,0.5599,251.1271,2023-10-23,Cairns,5.6238,68.7079,,1
2023-10-23,Gold Coast,0.5656,285.2328,2023-10-23,Gold Coast,5.1612,61.5654,,1
2023-10-23,Noosa,0.5573,359.1556,2023-10-23,Noosa,4.0159,61.4023,,1
2023-10-23,Whitsunday,0.6271,402.4622,2023-10-23,Whitsunday,3.877,83.1557,,1
2023-10-24,Cairns,0.5492,248.3139,2023-10-24,Cairns,4.405,57.815,,1
2023-10-24,Gold Coast,0.5446,282.1915,2023-10-24,Gold Coast,5.9325,68.6191,,1
2023-10-24,Noosa,0.5212,360.0172,2023-10-24,Noosa,3.6707,69.0731,,1
2023-10-24,Whitsunday,0.6042,401.0673,2023-10-24,Whitsunday,3.93,78.29,,1
2023-10-25,Cairns,0.538,251.0156,2023-10-25,Cairns,3.5828,70.7486,,1
2023-10-25,Gold Coast,0.5569,288.7274,2023-10-25,Gold Coast,4.8428,73.7802,,1
2023-10-25,Noosa,0.5156,366.6707,2023-10-25,Noosa,4.1684,68.7445,,1
2023-10-25,Whitsunday,0.5838,398.0179,2023-10-25,Whitsunday,3.6578,79.3157,,1
2023-10-26,Cairns,0.548,253.5262,2023-10-26,Cairns,4.1044,71.1807,,1
2023-10-26,Gold Coast,0.6007,301.8551,2023-10-26,Gold Coast,3.7984,91.9513,,1
2023-10-26,Noosa,0.5413,371.879,2023-10-26,Noosa,3.6423,70.723,,1
2023-10-26,Whitsunday,0.6191,399.5194,2023-10-26,Whitsunday,3.2335,90.6642,,1
2023-10-27,Cairns,0.5404,259.4905,2023-10-27,Cairns,4.1142,76.3142,,1
2023-10-27,Gold Coast,0.6812,364.2635,2023-10-27,Gold Coast,3.0398,74.8684,,1
2023-10-27,Noosa,0.5985,379.6586,2023-10-27,Noosa,2.9457,68.5094,,1
2023-10-27,Whitsunday,0.6694,394.0951,2023-10-27,Whitsunday,3.2812,87.5937,,1
2023-10-28,Cairns,0.5294,263.3916,2023-10-28,Cairns,5.84,72.72,,1
2023-10-28,Gold Coast,0.6924,367.938,2023-10-28,Gold Coast,3.6023,62.6844,,1
2023-10-28,Noosa,0.5984,377.2526,2023-10-28,Noosa,3.1889,70.023,,1
2023-10-28,Whitsunday,0.6654,401.9038,2023-10-28,Whitsunday,3.4081,85.6428,,1
2023-10-29,Cairns,0.485,257.1972,2023-10-29,Cairns,5.506,74.5722,,1
2023-10-29,Gold Coast,0.5759,324.7447,2023-10-29,Gold Coast,5.752,73.6788,,1
2023-10-29,Noosa,0.4775,367.9621,2023-10-29,Noosa,4.7697,77.6776,,1
2023-10-29,Whitsunday,0.5644,401.7583,2023-10-29,Whitsunday,3.8571,75.1238,,1
2023-10-30,Cairns,0.46,250.5064,2023-10-30,Cairns,5.5217,78.663,,1
2023-10-30,Gold Coast,0.4914,284.5232,2023-10-30,Gold Coast,6.324,81.3533,,1
2023-10-30,Noosa,0.4221,363.2393,2023-10-30,Noosa,5.1372,79.0326,,1
2023-10-30,Whitsunday,0.5473,397.629,2023-10-30,Whitsunday,3.8333,86.4607,,1
2023-10-31,Cairns,0.4381,249.4754,2023-10-31,Cairns,5.0482,81.7862,,1
2023-10-31,Gold Coast,0.4707,286.1081,2023-10-31,Gold Coast,6.9908,80.9216,,1
2023-10-31,Noosa,0.3807,359.4669,2023-10-31,Noosa,3.0789,112.5614,,1
2023-10-31,Whitsunday,0.5121,408.5077,2023-10-31,Whitsunday,4.4054,104.5,,1
2023-11-01,Cairns,0.4427,253.367,2023-11-01,Cairns,10.6219,88.8048,,1
2023-11-01,Gold Coast,0.4854,285.1747,2023-11-01,Gold Coast,10.8532,94.9104,,1
2023-11-01,Noosa,0.4199,361.9178,2023-11-01,Noosa,6.738,133.535,,1
2023-11-01,Whitsunday,0.5218,414.0379,2023-11-01,Whitsunday,5.8365,121.0961,,1
2023-11-02,Cairns,0.4588,257.3246,2023-11-02,Cairns,4.8554,97.5843,,1
2023-11-02,Gold Coast,0.5164,293.2449,2023-11-02,Gold Coast,4.7969,83.1722,,1
2023-11-02,Noosa,0.496,379.6938,2023-11-02,Noosa,3.8844,165.9331,,1
2023-11-02,Whitsunday,0.5582,418.6653,2023-11-02,Whitsunday,3.362,111.5689,,1
2023-11-03,Cairns,0.5214,255.1429,2023-11-03,Cairns,5.6523,71.0827,,1
2023-11-03,Gold Coast,0.6434,339.2839,2023-11-03,Gold Coast,4.4462,64.5889,,1
2023-11-03,Noosa,0.7143,400.33,2023-11-03,Noosa,3.2325,185.1882,,1
2023-11-03,Whitsunday,0.6489,408.6332,2023-11-03,Whitsunday,3.7191,87.6685,,1
2023-11-04,Cairns,0.5921,254.0399,2023-11-04,Cairns,5.1675,55.7446,,1
2023-11-04,Gold Coast,0.7124,343.5502,2023-11-04,Gold Coast,4.1088,57.2219,,1
2023-11-04,Noosa,0.8146,397.5677,2023-11-04,Noosa,3.4509,115.7883,,1
2023-11-04,Whitsunday,0.6959,406.5238,2023-11-04,Whitsunday,3.8355,101.125,,1
2023-11-05,Cairns,0.594,246.016,2023-11-05,Cairns,5.3023,48.196,,1
2023-11-05,Gold Coast,0.6127,295.5752,2023-11-05,Gold Coast,5.4172,59.3485,,1
2023-11-05,Noosa,0.7117,391.9998,2023-11-05,Noosa,5.743,70.2569,,1
2023-11-05,Whitsunday,0.6554,396.4487,2023-11-05,Whitsunday,3.5899,63.0647,,1
2023-11-06,Cairns,0.5529,240.5748,2023-11-06,Cairns,6.2008,49.9121,,1
2023-11-06,Gold Coast,0.5811,287.9292,2023-11-06,Gold Coast,5.019,53.3095,,1
2023-11-06,Noosa,0.5473,368.0343,2023-11-06,Noosa,7.0811,83.3341,,1
2023-11-06,Whitsunday,0.6379,397.1166,2023-11-06,Whitsunday,3.6444,75.4666,,1
2023-11-07,Cairns,0.5359,239.5873,2023-11-07,Cairns,5.0193,50.0628,,1
2023-11-07,Gold Coast,0.5655,286.7559,2023-11-07,Gold Coast,4.2918,47.1439,,1
2023-11-07,Noosa,0.5161,353.1603,2023-11-07,Noosa,7.5652,77.5942,,1
2023-11-07,Whitsunday,0.6407,389.8825,2023-11-07,Whitsunday,3.8811,66.4825,,1
2023-11-08,Cairns,0.5257,240.2786,2023-11-08,Cairns,4.9244,52.1422,,1
2023-11-08,Gold Coast,0.5624,285.9685,2023-11-08,Gold Coast,5.0771,54.194,,1
2023-11-08,Noosa,0.5188,352.6337,2023-11-08,Noosa,4.2837,70.5709,,1
2023-11-08,Whitsunday,0.6303,392.0365,2023-11-08,Whitsunday,3.2834,76.1653,,1
2023-11-09,Cairns,0.5302,240.7414,2023-11-09,Cairns,3.8784,50.7803,,1
2023-11-09,Gold Coast,0.5916,295.6157,2023-11-09,Gold Coast,4.169,55.3751,,1
2023-11-09,Noosa,0.5639,357.4698,2023-11-09,Noosa,3.994,70.3343,,1
2023-11-09,Whitsunday,0.6709,401.23,2023-11-09,Whitsunday,3.3825,109.4535,,1
2023-11-10,Cairns,0.5756,241.6651,2023-11-10,Cairns,4.2932,40.4413,,1
2023-11-10,Gold Coast,0.6807,337.2234,2023-11-10,Gold Coast,3.0835,51.8918,,1
2023-11-10,Noosa,0.6533,373.386,2023-11-10,Noosa,3.5338,64.25,,1
2023-11-10,Whitsunday,0.7747,413.7682,2023-11-10,Whitsunday,2.8254,89.9386,,1
2023-11-11,Cairns,0.5764,241.334,2023-11-11,Cairns,3.4317,48.7011,,1
2023-11-11,Gold Coast,0.6986,336.7674,2023-11-11,Gold Coast,3.7476,45.781,,1
2023-11-11,Noosa,0.6817,367.9601,2023-11-11,Noosa,3.8054,66.9189,,1
2023-11-11,Whitsunday,0.7869,410.4851,2023-11-11,Whitsunday,3.2617,78.8255,,1
2023-11-12,Cairns,0.548,239.092,2023-11-12,Cairns,5.0532,49.627,,1
2023-11-12,Gold Coast,0.5923,294.1082,2023-11-12,Gold Coast,4.3689,52.0765,,1
2023-11-12,Noosa,0.5888,354.9578,2023-11-12,Noosa,4.0192,53.7845,,1
2023-11-12,Whitsunday,0.7281,411.8683,2023-11-12,Whitsunday,3.1088,55.517,,1
2023-11-13,Cairns,0.5187,237.8897,2023-11-13,Cairns,6.4826,47.3478,,1
2023-11-13,Gold Coast,0.5617,285.7339,2023-11-13,Gold Coast,5.0908,50.1997,,1
2023-11-13,Noosa,0.5468,351.1244,2023-11-13,Noosa,4.5409,55.6819,,1
2023-11-13,Whitsunday,0.6678,404.5284,2023-11-13,Whitsunday,3.2547,70.4331,,1
2023-11-14,Cairns,0.5572,241.4762,2023-11-14,Cairns,3.7,35.0612,,1
2023-11-14,Gold Coast,0.5625,279.6908,2023-11-14,Gold Coast,3.6044,39.7935,,1
2023-11-14,Noosa,0.5417,341.067,2023-11-14,Noosa,4.0329,53.8271,,1
2023-11-14,Whitsunday,0.6075,392.9852,2023-11-14,Whitsunday,3.8534,72.4482,,1
2023-11-15,Cairns,0.5636,244.7243,2023-11-15,Cairns,3.8415,47.198,,1
2023-11-15,Gold Coast,0.5637,278.7929,2023-11-15,Gold Coast,4.1089,44.0878,,1
2023-11-15,Noosa,0.5511,344.0365,2023-11-15,Noosa,3.7058,51.8509,,1
2023-11-15,Whitsunday,0.6047,392.7691,2023-11-15,Whitsunday,3.2916,64.1583,,1
2023-11-16,Cairns,0.5397,237.4973,2023-11-16,Cairns,4.9623,50.0125,,1
2023-11-16,Gold Coast,0.581,281.9376,2023-11-16,Gold Coast,3.5346,54.8921,,1
2023-11-16,Noosa,0.5831,348.3862,2023-11-16,Noosa,3.8611,66.2712,,1
2023-11-16,Whitsunday,0.6186,393.5762,2023-11-16,Whitsunday,6.0197,75.9868,,1
2023-11-17,Cairns,0.5545,239.5266,2023-11-17,Cairns,3.7237,45.7762,,1
2023-11-17,Gold Coast,0.6518,317.829,2023-11-17,Gold Coast,2.7244,47.0562,,1
2023-11-17,Noosa,0.6495,367.0065,2023-11-17,Noosa,3.1731,64.9242,,1
2023-11-17,Whitsunday,0.7092,382.7446,2023-11-17,Whitsunday,3.0094,66.4528,,1
2023-11-18,Cairns,0.5479,239.8957,2023-11-18,Cairns,4.3869,49.5217,,1
2023-11-18,Gold Coast,0.7025,313.926,2023-11-18,Gold Coast,3.8804,64.8854,,1
2023-11-18,Noosa,0.6662,363.1982,2023-11-18,Noosa,3.9545,78.9715,,1
2023-11-18,Whitsunday,0.753,379.0792,2023-11-18,Whitsunday,4.4,93.5894,,1
2023-11-19,Cairns,0.5396,238.3017,2023-11-19,Cairns,4.6222,47.174,,1
2023-11-19,Gold Coast,0.598,294.1991,2023-11-19,Gold Coast,4.0676,50.3342,,1
2023-11-19,Noosa,0.5732,350.6548,2023-11-19,Noosa,3.9097,54.0037,,1
2023-11-19,Whitsunday,0.6903,379.5567,2023-11-19,Whitsunday,3.6796,65.375,,1
2023-11-20,Cairns,0.5246,236.1248,2023-11-20,Cairns,4.8659,51.0905,,1
2023-11-20,Gold Coast,0.565,288.3582,2023-11-20,Gold Coast,4.2267,47.0786,,1
2023-11-20,Noosa,0.5256,344.0561,2023-11-20,Noosa,3.9787,69.4113,,1
2023-11-20,Whitsunday,0.6483,369.4646,2023-11-20,Whitsunday,3.3566,65.6853,,1
2023-11-21,Cairns,0.5208,236.9134,2023-11-21,Cairns,3.8356,43.46,,1
2023-11-21,Gold Coast,0.5623,288.5296,2023-11-21,Gold Coast,3.5731,44.0457,,1
2023-11-21,Noosa,0.5214,340.7231,2023-11-21,Noosa,3.7085,56.1793,,1
2023-11-21,Whitsunday,0.6554,374.6634,2023-11-21,Whitsunday,4.7692,78.1282,,1
2023-11-22,Cairns,0.535,238.9211,2023-11-22,Cairns,4.145,54.0352,,1
2023-11-22,Gold Coast,0.5711,287.2402,2023-11-22,Gold Coast,3.9178,51.9518,,1
2023-11-22,Noosa,0.5351,342.1815,2023-11-22,Noosa,3.3974,56.4769,,1
2023-11-22,Whitsunday,0.6516,370.8601,2023-11-22,Whitsunday,3.2941,59.5955,,1
2023-11-23,Cairns,0.5566,237.9185,2023-11-23,Cairns,3.7598,53.6968,,1
2023-11-23,Gold Coast,0.6085,291.5836,2023-11-23,Gold Coast,3.4092,58.3064,,1
2023-11-23,Noosa,0.5683,341.84,2023-11-23,Noosa,3.7875,74.7843,,1
2023-11-23,Whitsunday,0.7174,372.3192,2023-11-23,Whitsunday,3.9944,70.4198,,1
2023-11-24,Cairns,0.5803,242.2847,2023-11-24,Cairns,3.1065,43.646,,1
2023-11-24,Gold Coast,0.6878,319.2067,2023-11-24,Gold Coast,3.0965,65.979,,1
2023-11-24,Noosa,0.6389,356.9642,2023-11-24,Noosa,2.9538,64.2548,,1
2023-11-24,Whitsunday,0.7811,376.2007,2023-11-24,Whitsunday,3.0666,87.7428,,1
2023-11-25,Cairns,0.5988,243.2887,2023-11-25,Cairns,3.4918,41.3127,,1
2023-11-25,Gold Coast,0.8019,337.8609,2023-11-25,Gold Coast,2.6295,76.6364,,1
2023-11-25,Noosa,0.6692,352.5586,2023-11-25,Noosa,3.6065,78.4053,,1
2023-11-25,Whitsunday,0.7605,370.865,2023-11-25,Whitsunday,10.3333,93.782,,1
2023-11-26,Cairns,0.5783,245.4316,2023-11-26,Cairns,3.3299,37.5757,,1
2023-11-26,Gold Coast,0.7612,310.1043,2023-11-26,Gold Coast,3.9689,56.2183,,1
2023-11-26,Noosa,0.5796,345.6644,2023-11-26,Noosa,5.7027,72.1114,,1
2023-11-26,Whitsunday,0.6463,374.5721,2023-11-26,Whitsunday,12.7196,66.9166,,1
2023-11-27,Cairns,0.5043,236.3756,2023-11-27,Cairns,4.1869,44.9478,,1
2023-11-27,Gold Coast,0.5609,291.7178,2023-11-27,Gold Coast,6.2371,51.232,,1
2023-11-27,Noosa,0.548,344.4732,2023-11-27,Noosa,4.5186,62.4745,,1
2023-11-27,Whitsunday,0.5845,368.4732,2023-11-27,Whitsunday,3.5563,61.5263,,1
2023-11-28,Cairns,0.5013,235.3033,2023-11-28,Cairns,4.8571,35.1571,,1
2023-11-28,Gold Coast,0.5071,282.3771,2023-11-28,Gold Coast,5.0821,43.6079,,1
2023-11-28,Noosa,0.5289,344.3887,2023-11-28,Noosa,3.3686,47.5529,,1
2023-11-28,Whitsunday,0.5582,356.4691,2023-11-28,Whitsunday,3.9212,55.1102,,1
2023-11-29,Cairns,0.5125,236.0759,2023-11-29,Cairns,3.9623,37.41,,1
2023-11-29,Gold Coast,0.5156,284.36,2023-11-29,Gold Coast,3.9785,48.4383,,1
2023-11-29,Noosa,0.5096,340.3299,2023-11-29,Noosa,3.0935,50.8472,,1
2023-11-29,Whitsunday,0.5773,367.755,2023-11-29,Whitsunday,3.3719,59.2975,,1
2023-11-30,Cairns,0.4905,240.0047,2023-11-30,Cairns,4.0344,47.8836,,1
2023-11-30,Gold Coast,0.5435,288.3987,2023-11-30,Gold Coast,3.9802,45.3135,,1
2023-11-30,Noosa,0.5221,348.0296,2023-11-30,Noosa,3.3519,77.0625,,1
2023-11-30,Whitsunday,0.6046,379.6868,2023-11-30,Whitsunday,3.3648,72.3175,,1
2023-12-01,Cairns,0.5185,238.5694,2023-12-01,Cairns,6.065,54.639,,1
2023-12-01,Gold Coast,0.6056,310.884,2023-12-01,Gold Coast,4.8591,65.8525,,1
2023-12-01,Noosa,0.6165,352.4245,2023-12-01,Noosa,5.4542,86.6234,,1
2023-12-01,Whitsunday,0.6941,375.1421,2023-12-01,Whitsunday,4.3853,82.2477,,1
2023-12-02,Cairns,0.5387,242.5476,2023-12-02,Cairns,4.2749,45.1035,,1
2023-12-02,Gold Coast,0.6523,308.1113,2023-12-02,Gold Coast,3.0834,52.4388,,1
2023-12-02,Noosa,0.6608,348.5555,2023-12-02,Noosa,3.4325,80.7808,,1
2023-12-02,Whitsunday,0.6751,367.3002,2023-12-02,Whitsunday,2.6346,63.5,,1
2023-12-03,Cairns,0.5214,240.5322,2023-12-03,Cairns,4.051,41.7617,,1
2023-12-03,Gold Coast,0.5751,299.6806,2023-12-03,Gold Coast,12.3136,72.2096,,1
2023-12-03,Noosa,0.5958,349.1991,2023-12-03,Noosa,4.127,60.8013,,1
2023-12-03,Whitsunday,0.5901,370.9059,2023-12-03,Whitsunday,3.388,65.4477,,1
2023-12-04,Cairns,0.4848,235.4089,2023-12-04,Cairns,4.7743,47.4734,,1
2023-12-04,Gold Coast,0.5527,299.2597,2023-12-04,Gold Coast,6.2836,57.5,,1
2023-12-04,Noosa,0.5562,357.0262,2023-12-04,Noosa,3.8745,65.5156,,1
2023-12-04,Whitsunday,0.5668,377.5413,2023-12-04,Whitsunday,3.5492,64.2042,,1
2023-12-05,Cairns,0.476,239.1386,2023-12-05,Cairns,3.7465,29.8755,,1
2023-12-05,Gold Coast,0.5544,302.5059,2023-12-05,Gold Coast,4.818,42.0972,,1
2023-12-05,Noosa,0.534,362.8965,2023-12-05,Noosa,2.9949,49.9191,,1
2023-12-05,Whitsunday,0.5504,388.7005,2023-12-05,Whitsunday,3.4148,60.8829,,1
2023-12-06,Cairns,0.4757,234.9263,2023-12-06,Cairns,4.0231,35.4478,,1
2023-12-06,Gold Coast,0.5528,303.7384,2023-12-06,Gold Coast,4.1796,44.042,,1
2023-12-06,Noosa,0.538,363.4298,2023-12-06,Noosa,3.2241,46.3318,,1
2023-12-06,Whitsunday,0.5521,385.1585,2023-12-06,Whitsunday,3.035,51.1929,,1
2023-12-07,Cairns,0.4666,234.5416,2023-12-07,Cairns,4.2048,47.0097,,1
2023-12-07,Gold Coast,0.582,302.6916,2023-12-07,Gold Coast,3.3602,45.601,,1
2023-12-07,Noosa,0.5406,357.9683,2023-12-07,Noosa,3.5576,63.539,,1
2023-12-07,Whitsunday,0.5513,379.4343,2023-12-07,Whitsunday,3.8076,62.3153,,1
2023-12-08,Cairns,0.5117,244.3443,2023-12-08,Cairns,3.0588,39.9215,,1
2023-12-08,Gold Coast,0.6249,325.4586,2023-12-08,Gold Coast,3.112,47.1251,,1
2023-12-08,Noosa,0.5767,365.5337,2023-12-08,Noosa,3.6887,61.9081,,1
2023-12-08,Whitsunday,0.6,376.6478,2023-12-08,Whitsunday,3.2229,56.7162,,1
2023-12-09,Cairns,0.4945,245.3091,2023-12-09,Cairns,3.9433,42.4905,,1
2023-12-09,Gold Coast,0.6411,332.2408,2023-12-09,Gold Coast,3.3147,45.7382,,1
2023-12-09,Noosa,0.6144,371.7958,2023-12-09,Noosa,4.4348,66.6197,,1
2023-12-09,Whitsunday,0.6015,363.9886,2023-12-09,Whitsunday,3.7244,67.8582,,1
2023-12-10,Cairns,0.4965,246.9125,2023-12-10,Cairns,3.4576,30.9618,,1
2023-12-10,Gold Coast,0.5645,313.1346,2023-12-10,Gold Coast,4.2343,48.3583,,1
2023-12-10,Noosa,0.558,371.311,2023-12-10,Noosa,3.5439,59.8108,,1
2023-12-10,Whitsunday,0.5333,374.2636,2023-12-10,Whitsunday,4.2727,84.1818,,1
2023-12-11,Cairns,0.4691,244.8982,2023-12-11,Cairns,4.0846,33.4653,,1
2023-12-11,Gold Coast,0.5407,309.3029,2023-12-11,Gold Coast,4.0221,51.4536,,1
2023-12-11,Noosa,0.5182,376.4681,2023-12-11,Noosa,4.2467,58.8961,,1
2023-12-11,Whitsunday,0.4977,386.9372,2023-12-11,Whitsunday,3.8846,58.3653,,1
2023-12-12,Cairns,0.4421,242.4579,2023-12-12,Cairns,3.8292,19.3024,,1
2023-12-12,Gold Coast,0.5424,307.3476,2023-12-12,Gold Coast,3.7433,40.4395,,1
2023-12-12,Noosa,0.5307,374.6794,2023-12-12,Noosa,3.2597,43.4675,,1
2023-12-12,Whitsunday,0.4727,374.9441,2023-12-12,Whitsunday,3.5106,59.2127,,1
2023-12-13,Cairns,0.4857,239.3054,2023-12-13,Cairns,2.1263,24.7256,,1
2023-12-13,Gold Coast,0.5398,305.5586,2023-12-13,Gold Coast,3.652,45.6345,,1
2023-12-13,Noosa,0.5364,368.2269,2023-12-13,Noosa,2.9954,50.6787,,1
2023-12-13,Whitsunday,0.4983,377.2784,2023-12-13,Whitsunday,2.9649,59.6666,,1
2023-12-14,Cairns,0.449,241.9387,2023-12-14,Cairns,3.0565,26.0608,,1
2023-12-14,Gold Coast,0.5468,307.3405,2023-12-14,Gold Coast,3.7931,47.7057,,1
2023-12-14,Noosa,0.5316,366.411,2023-12-14,Noosa,3.3545,55.7011,,1
2023-12-14,Whitsunday,0.5099,373.893,2023-12-14,Whitsunday,3.3983,71.7966,,1
2023-12-15,Cairns,0.4261,241.5391,2023-12-15,Cairns,4.5375,45.2648,,1
2023-12-15,Gold Coast,0.5744,330.9931,2023-12-15,Gold Coast,3.4432,51.6859,,1
2023-12-15,Noosa,0.5392,368.2269,2023-12-15,Noosa,3.5816,60.6735,,1
2023-12-15,Whitsunday,0.5873,378.7332,2023-12-15,Whitsunday,3.1176,59.7588,,1
2023-12-16,Cairns,0.4686,244.6511,2023-12-16,Cairns,3.2303,40.5272,,1
2023-12-16,Gold Coast,0.5937,335.0948,2023-12-16,Gold Coast,4.008,52.3348,,1
2023-12-16,Noosa,0.5535,364.5409,2023-12-16,Noosa,4.0571,68.3142,,1
2023-12-16,Whitsunday,0.6146,380.0663,2023-12-16,Whitsunday,3.4027,58.6597,,1
2023-12-17,Cairns,0.4835,246.2111,2023-12-17,Cairns,2.8429,34.0512,,1
2023-12-17,Gold Coast,0.5403,327.3297,2023-12-17,Gold Coast,4.158,48.7035,,1
2023-12-17,Noosa,0.4995,374.1358,2023-12-17,Noosa,4.4436,54.436,,1
2023-12-17,Whitsunday,0.5498,379.9005,2023-12-17,Whitsunday,3.1875,58.5446,,1
2023-12-18,Cairns,0.4728,244.9606,2023-12-18,Cairns,3.53,41.1307,,1
2023-12-18,Gold Coast,0.5217,329.4204,2023-12-18,Gold Coast,4.9448,54.4942,,1
2023-12-18,Noosa,0.4814,370.258,2023-12-18,Noosa,4.1601,66.0213,,1
2023-12-18,Whitsunday,0.5473,380.9157,2023-12-18,Whitsunday,3.7107,73.3553,,1
2023-12-19,Cairns,0.4539,246.5345,2023-12-19,Cairns,3.5281,41.2813,,1
2023-12-19,Gold Coast,0.5277,325.423,2023-12-19,Gold Coast,3.7292,47.0361,,1
2023-12-19,Noosa,0.4986,371.6161,2023-12-19,Noosa,3.0444,56.5644,,1
2023-12-19,Whitsunday,0.5369,384.4976,2023-12-19,Whitsunday,3.0097,58.5631,,1
2023-12-20,Cairns,0.488,246.2484,2023-12-20,Cairns,4.3628,48.6457,,1
2023-12-20,Gold Coast,0.5402,326.9816,2023-12-20,Gold Coast,3.7801,60.8308,,1
2023-12-20,Noosa,0.4986,371.3951,2023-12-20,Noosa,3.4492,63.625,,1
2023-12-20,Whitsunday,0.5615,381.74,2023-12-20,Whitsunday,3.3972,61.7397,,1
2023-12-21,Cairns,0.4655,250.0229,2023-12-21,Cairns,4.404,54.628,,1
2023-12-21,Gold Coast,0.541,337.3612,2023-12-21,Gold Coast,4.2035,68.1838,,1
2023-12-21,Noosa,0.497,374.314,2023-12-21,Noosa,4.0716,82.3154,,1
2023-12-21,Whitsunday,0.5845,383.3925,2023-12-21,Whitsunday,3.9659,91.0272,,1
2023-12-22,Cairns,0.5373,269.4937,2023-12-22,Cairns,4.8113,72.2454,,1
2023-12-22,Gold Coast,0.562,352.6678,2023-12-22,Gold Coast,5.518,85.4773,,1
2023-12-22,Noosa,0.5333,381.3492,2023-12-22,Noosa,4.6675,107.7582,,1
2023-12-22,Whitsunday,0.6569,403.0729,2023-12-22,Whitsunday,4.0786,101.4887,,1
2023-12-23,Cairns,0.6003,281.3579,2023-12-23,Cairns,5.447,78.7576,,1
2023-12-23,Gold Coast,0.6367,364.5421,2023-12-23,Gold Coast,4.411,82.7702,,1
2023-12-23,Noosa,0.6375,393.3374,2023-12-23,Noosa,4.471,114.077,,1
2023-12-23,Whitsunday,0.7339,402.1991,2023-12-23,Whitsunday,3.9308,116.3829,,1
2023-12-24,Cairns,0.671,287.5598,2023-12-24,Cairns,3.9273,69.8145,,1
2023-12-24,Gold Coast,0.6933,362.5465,2023-12-24,Gold Coast,3.7679,67.0097,,1
